Voyage_ID,Vessel_IMO,Departure_Port,Arrival_Port,Distance_NM,Travel_Time_Hours,Average_Speed,Cargo_Weight,Fuel_Consumed,Arrival_Delay
VOY-10487,9800040,Port of Shenzhen,Port of Buenos Aires,12476.7,910.7,13.7,46100.0,546.79,3.0
VOY-10488,9800040,Port of Port Said,Port of Ningbo-Zhoushan,5586.7,436.5,12.8,46900.0,214.29,0.0
VOY-10489,9800040,Port of Colon (Panama),Port of Chennai,11268.5,840.9,13.4,58300.0,561.34,0.0
VOY-10490,9800040,Port of Klang,Port of Kaohsiung,2015.1,149.3,13.5,51900.0,90.99,1.5
VOY-10491,9800040,Port of Algeciras,Port of Singapore,7857.4,541.9,14.5,50900.0,404.84,0.0
VOY-10492,9800040,Port of Los Angeles,Port of New York & New Jersey,2667.3,185.2,14.4,48800.0,137.02,0.0
VOY-10493,9800040,Port of Felixstowe,Port of Shenzhen,6400.3,460.5,13.9,51300.0,307.14,3.0
VOY-10494,9800040,Jawaharlal Nehru Port (JNPT),Port of Savannah,9248.8,637.8,14.5,49500.0,469.58,6.5
VOY-10495,9800041,Port of Los Angeles,Port of Sydney,8136.5,621.1,13.1,39000.0,848.03,12.0
VOY-10496,9800041,Port of Tanjung Pelepas,Port of Chennai,1940.6,136.7,14.2,35500.0,240.43,1.5
VOY-10497,9800041,Port of Felixstowe,Port of Yokohama,6401.5,508.1,12.6,47400.0,693.6,3.0
VOY-10498,9800041,Port of Hong Kong,Port of Le Havre,6566.3,493.7,13.3,47400.0,806.16,12.0
VOY-10499,9800041,Port of Hamburg,Port of Jebel Ali (Dubai),3296.0,222.7,14.8,36800.0,455.73,1.5
VOY-10500,9800041,Port of Los Angeles,Port of Sydney,8136.5,593.9,13.7,42800.0,969.88,6.5
VOY-10501,9800041,Port of Long Beach,Port of Felixstowe,5953.4,402.3,14.8,44400.0,854.06,1.5
VOY-10502,9800041,Port of Colombo,Port of Durban,4470.2,336.1,13.3,42300.0,476.95,3.0
VOY-10503,9800041,Port of Le Havre,Port of Busan,6305.7,460.3,13.7,46100.0,753.71,24.0
VOY-10504,9800041,Port of Shanghai,Port of Hong Kong,828.2,56.7,14.6,40200.0,112.27,1.5
VOY-10505,9800041,Port of Sydney,King Abdullah Port,9017.4,630.6,14.3,32800.0,1003.56,1.5
VOY-10506,9800042,King Abdullah Port,Port of Jebel Ali (Dubai),1111.4,80.0,13.9,18000.0,28.54,1.5
VOY-10507,9800042,Port of Jebel Ali (Dubai),Port of Hamburg,3296.0,251.6,13.1,20200.0,76.14,12.0
VOY-10508,9800042,Port of Colon (Panama),Port of Colombo,11563.8,882.7,13.1,24000.0,284.52,6.5
VOY-10509,9800042,Port of Salalah,Port of Vancouver,8535.0,661.6,12.9,19300.0,201.67,0.0
VOY-10510,9800042,Port of Felixstowe,Port of Santos,6499.9,485.1,13.4,19800.0,161.19,1.5
VOY-10511,9800042,Port of Savannah,Port of Le Havre,4562.2,330.6,13.8,19600.0,122.41,0.0
VOY-10512,9800042,Port of Durban,Port of Antwerp-Bruges,6334.6,502.7,12.6,25000.0,158.15,6.5
VOY-10513,9800042,Port of Long Beach,Port of Jebel Ali (Dubai),9071.4,725.7,12.5,20700.0,194.16,6.5
VOY-10514,9800042,Port of Buenos Aires,Port of Durban,5488.6,453.6,12.1,24300.0,123.4,1.5
VOY-10515,9800042,Port of Long Beach,Port of Vancouver,1196.0,98.0,12.2,23200.0,25.02,24.0
VOY-10516,9800042,Port of Port Said,Port of Tangier Med,2374.4,182.6,13.0,18100.0,51.33,3.0
VOY-10517,9800042,Port of Jebel Ali (Dubai),Jawaharlal Nehru Port (JNPT),1324.1,101.1,13.1,20800.0,31.73,24.0
VOY-10518,9800042,Port of Port Said,Port of Hamburg,2061.2,146.2,14.1,19500.0,56.1,24.0
VOY-10519,9800043,Port of Algeciras,Port of Chennai,5923.3,336.6,17.6,206200.0,1257.31,0.0
VOY-10520,9800043,Port of Valencia,King Abdullah Port,2809.6,146.3,19.2,146500.0,567.47,0.0
VOY-10521,9800043,Port of Shenzhen,Port of Tanjung Pelepas,1764.8,99.1,17.8,206200.0,351.18,0.0
VOY-10522,9800043,Port of Singapore,Port of Savannah,10980.1,634.7,17.3,143300.0,1781.29,12.0
VOY-10523,9800043,Port of Shanghai,Port of Salalah,4677.2,239.9,19.5,166200.0,1085.65,12.0
VOY-10524,9800043,Port of Ningbo-Zhoushan,Port of Antwerp-Bruges,6148.6,320.2,19.2,156600.0,1262.81,3.0
VOY-10525,9800043,Port of Le Havre,Port of Buenos Aires,7412.3,411.8,18.0,155400.0,1348.94,24.0
VOY-10526,9800043,Jawaharlal Nehru Port (JNPT),Port of Shanghai,3396.0,178.7,19.0,173900.0,766.43,0.0
VOY-10527,9800043,Port of Santos,Port of Klang,10691.4,632.6,16.9,153400.0,1696.54,24.0
VOY-10528,9800043,Port of Colon (Panama),Port of Port Said,7771.5,449.2,17.3,146100.0,1205.09,24.0
VOY-10529,9800043,Port of Houston,Port of Port Said,7602.3,422.4,18.0,163800.0,1437.75,6.5
VOY-10530,9800044,Port of Durban,Port of Ningbo-Zhoushan,7862.4,470.8,16.7,120700.0,1011.94,1.5
VOY-10531,9800044,King Abdullah Port,Port of Kaohsiung,5544.0,313.2,17.7,118100.0,825.26,24.0
VOY-10532,9800044,Port of Piraeus,Port of Shanghai,5770.0,324.2,17.8,101300.0,816.55,6.5
VOY-10533,9800044,Port of Shanghai,Port of Tangier Med,7240.5,438.8,16.5,93500.0,824.49,24.0
VOY-10534,9800044,Port of Shenzhen,Port of Colombo,2734.1,156.2,17.5,112200.0,382.53,0.0
VOY-10535,9800044,Port of Vancouver,Port of Piraeus,6600.9,375.1,17.6,107000.0,875.05,1.5
VOY-10536,9800044,Port of Sydney,Port of Shenzhen,4996.4,279.1,17.9,105200.0,660.22,0.0
VOY-10537,9800044,Port of Long Beach,Port of Melbourne,8613.9,468.1,18.4,113100.0,1252.84,0.0
VOY-10538,9800044,Port of Colon (Panama),Port of Vancouver,4028.6,218.9,18.4,109100.0,602.92,12.0
VOY-10539,9800044,Port of Rotterdam,Jawaharlal Nehru Port (JNPT),4652.2,259.9,17.9,97700.0,587.48,0.0
VOY-10540,9800044,Port of Vancouver,Port of Le Havre,5244.0,289.7,18.1,101000.0,703.82,12.0
VOY-10541,9800044,Port of Buenos Aires,Port of Salalah,8836.0,548.8,16.1,96500.0,955.46,1.5
VOY-10542,9800044,Port of Hong Kong,Port of Mundra,3069.6,165.9,18.5,100800.0,469.53,0.0
VOY-10543,9800044,Port of Yokohama,Port of Salalah,5764.0,345.1,16.7,112400.0,749.82,24.0
VOY-10544,9800044,Port of Shanghai,Port of Algeciras,7224.7,415.2,17.4,90200.0,853.17,24.0
VOY-10545,9800045,Port of Singapore,Port of Valencia,7512.6,424.4,17.7,81400.0,5309.11,3.0
VOY-10546,9800045,Port of Chennai,Port of Santos,9644.8,484.7,19.9,85700.0,9078.78,1.5
VOY-10547,9800045,Port of Shenzhen,Port of Tanjung Pelepas,1764.8,90.5,19.5,84100.0,1682.07,0.0
VOY-10548,9800045,Port of Los Angeles,Port of Vancouver,1197.1,69.2,17.3,77100.0,853.15,0.0
VOY-10549,9800045,Port of Algeciras,Port of Tangier Med,19.2,1.1,18.1,82400.0,15.77,0.0
VOY-10550,9800045,Port of Antwerp-Bruges,Port of Port Said,2148.6,115.5,18.6,89500.0,1900.33,0.0
VOY-10551,9800045,Port of Tokyo,Port of Algeciras,7594.6,399.7,19.0,70200.0,6228.86,0.0
VOY-10552,9800045,Port of Port Said,Port of Houston,7602.3,442.0,17.2,62300.0,4871.26,0.0
VOY-10553,9800045,Port of Yokohama,Port of Long Beach,5978.1,349.6,17.1,81100.0,3919.54,3.0
VOY-10554,9800045,Port of Ningbo-Zhoushan,Port of Genoa,6278.8,317.1,19.8,68600.0,5386.18,0.0
VOY-10555,9800045,Port of Savannah,Port of Tangier Med,4590.9,231.9,19.8,92600.0,4334.28,0.0
VOY-10556,9800046,Port of Tanjung Pelepas,Port of Savannah,10977.6,712.8,15.4,53200.0,2047.38,3.0
VOY-10557,9800046,King Abdullah Port,Port of Savannah,7576.4,476.5,15.9,53200.0,1531.0,0.0
VOY-10558,9800046,Port of Los Angeles,Port of Tanjung Pelepas,9555.9,579.1,16.5,48000.0,2050.65,0.0
VOY-10559,9800046,Port of Port Said,Port of Los Angeles,8204.1,488.3,16.8,37600.0,1520.6,0.0
VOY-10560,9800046,Port of Le Havre,Port of Buenos Aires,7412.3,438.6,16.9,49100.0,1676.63,12.0
VOY-10561,9800046,Port of Yokohama,Port of Kaohsiung,1587.0,91.7,17.3,43400.0,323.7,0.0
VOY-10562,9800046,Port of Savannah,Port of Klang,10870.3,624.7,17.4,40300.0,2161.43,0.0
VOY-10563,9800046,Port of Tangier Med,Port of Sydney,12070.8,678.1,17.8,43600.0,2798.11,3.0
VOY-10564,9800046,Port of Jebel Ali (Dubai),Jawaharlal Nehru Port (JNPT),1324.1,83.3,15.9,46800.0,249.73,0.0
VOY-10565,9800046,Port of Port Said,Port of Colombo,3794.9,238.7,15.9,45500.0,721.46,24.0
VOY-10566,9800046,Port of Singapore,Port of Hong Kong,1748.7,112.8,15.5,49400.0,308.5,0.0
VOY-10567,9800046,King Abdullah Port,Port of Kaohsiung,5544.0,328.0,16.9,42800.0,1106.38,0.0
VOY-10568,9800046,Port of Buenos Aires,Port of Hong Kong,12465.2,704.2,17.7,38800.0,2554.97,6.5
VOY-10569,9800047,Port of Singapore,Port of Sydney,4251.4,264.1,16.1,29800.0,580.11,0.0
VOY-10570,9800047,Port of Mundra,Port of Cape Town,5615.9,360.0,15.6,36400.0,749.74,3.0
VOY-10571,9800047,Port of Mundra,Port of Algeciras,4892.9,317.7,15.4,37500.0,718.81,3.0
VOY-10572,9800047,Port of Ningbo-Zhoushan,Port of Hamburg,5838.8,376.7,15.5,35600.0,801.42,0.0
VOY-10573,9800047,Port of Vancouver,Port of Genoa,5809.0,347.8,16.7,36600.0,928.96,0.0
VOY-10574,9800047,Port of Mundra,Port of Piraeus,3153.0,187.7,16.8,29900.0,495.4,0.0
VOY-10575,9800047,Port of Yokohama,Port of Hamburg,6073.8,357.3,17.0,33900.0,1055.75,1.5
VOY-10576,9800047,Port of Savannah,Port of Valencia,4780.3,312.4,15.3,35800.0,639.16,1.5
VOY-10577,9800047,Port of Klang,Port of Chennai,1740.9,110.9,15.7,31300.0,240.72,12.0
VOY-10578,9800047,Port of Salalah,Port of Buenos Aires,8836.0,601.1,14.7,31200.0,1001.35,24.0
VOY-10579,9800047,Port of Sydney,Port of Klang,4473.5,269.5,16.6,38900.0,720.92,12.0
VOY-10580,9800048,Port of Kaohsiung,Port of Felixstowe,6635.3,422.6,15.7,12800.0,1129.97,12.0
VOY-10581,9800048,Port of Busan,Port of Los Angeles,6504.1,387.1,16.8,15500.0,1407.03,1.5
VOY-10582,9800048,Port of Hamburg,Port of Algeciras,1536.4,97.2,15.8,15600.0,310.14,0.0
VOY-10583,9800048,Port of Buenos Aires,Port of Durban,5488.6,336.7,16.3,16500.0,1128.04,6.5
VOY-10584,9800048,Port of Santos,Port of Long Beach,6708.4,406.6,16.5,14500.0,1369.25,24.0
VOY-10585,9800048,Port of Genoa,Port of Cape Town,5914.2,402.3,14.7,17600.0,1034.76,3.0
VOY-10586,9800048,Port of Yokohama,Port of Mundra,4588.5,308.0,14.9,13100.0,720.13,3.0
VOY-10587,9800048,Port of Durban,Port of Mundra,4840.0,336.1,14.4,13200.0,709.92,1.5
VOY-10588,9800048,Port of Durban,Port of Hong Kong,7156.6,490.2,14.6,12800.0,998.89,0.0
VOY-10589,9800048,Port of Busan,Port of Salalah,5127.9,341.9,15.0,16000.0,915.67,24.0
VOY-10590,9800048,Port of Piraeus,Port of Tanjung Pelepas,6094.7,369.4,16.5,16400.0,1391.45,3.0
VOY-10591,9800049,Port of Port Said,Port of Chennai,3568.8,233.3,15.3,238000.0,4016.87,0.0
VOY-10592,9800049,Jawaharlal Nehru Port (JNPT),King Abdullah Port,2386.3,178.1,13.4,182100.0,1795.7,24.0
VOY-10593,9800049,Port of Rotterdam,Port of Tanjung Pelepas,7092.4,460.5,15.4,235700.0,7805.2,0.0
VOY-10594,9800049,Port of Buenos Aires,Port of Cape Town,4636.7,319.8,14.5,219000.0,4521.15,12.0
VOY-10595,9800049,King Abdullah Port,Port of Kaohsiung,5544.0,369.6,15.0,220900.0,5738.58,3.0
VOY-10596,9800049,Port of Singapore,Port of Antwerp-Bruges,7121.6,484.5,14.7,224500.0,6668.77,0.0
VOY-10597,9800049,Port of Chennai,Port of Antwerp-Bruges,5329.3,350.6,15.2,167600.0,5092.87,12.0
VOY-10598,9800049,Port of Le Havre,Port of Durban,6303.4,406.7,15.5,173600.0,6389.78,12.0
VOY-10599,9800049,Port of Klang,Port of Colon (Panama),12576.4,811.4,15.5,234400.0,14118.09,0.0
VOY-10600,9800049,Port of Port Said,Port of Valencia,2079.6,147.5,14.1,176100.0,1553.97,24.0
VOY-10601,9800049,Port of Valencia,Port of Mundra,4556.8,310.0,14.7,165300.0,3887.81,12.0
VOY-10602,9800049,Port of Tokyo,Port of Savannah,7672.0,540.3,14.2,193000.0,6450.25,3.0
VOY-10603,9800049,Port of Singapore,King Abdullah Port,4973.5,363.0,13.7,243700.0,4366.49,0.0
VOY-10604,9800049,Port of Kaohsiung,Port of Rotterdam,6518.3,475.8,13.7,171100.0,4632.02,6.5
VOY-10605,9800049,Port of Piraeus,Port of Tokyo,6419.9,490.1,13.1,206600.0,4721.4,0.0
VOY-10606,9800050,Port of New York & New Jersey,Port of Hamburg,4137.4,308.8,13.4,106400.0,1968.95,0.0
VOY-10607,9800050,Port of Ningbo-Zhoushan,Port of Tanjung Pelepas,2494.9,165.2,15.1,124900.0,1652.79,0.0
VOY-10608,9800050,Port of Buenos Aires,Port of Melbourne,7836.0,536.7,14.6,96400.0,4104.55,1.5
VOY-10609,9800050,King Abdullah Port,Port of Sydney,9017.4,585.5,15.4,125700.0,5931.48,24.0
VOY-10610,9800050,Port of Salalah,Port of Santos,7953.4,533.8,14.9,122500.0,4924.88,0.0
VOY-10611,9800050,Port of Genoa,Port of Vancouver,5809.0,403.4,14.4,93500.0,2830.32,0.0
VOY-10612,9800050,Port of Singapore,Port of Long Beach,9546.7,667.6,14.3,91100.0,4824.9,0.0
VOY-10613,9800050,Port of Long Beach,Port of Tangier Med,6470.3,482.9,13.4,128700.0,3315.11,6.5
VOY-10614,9800050,Port of Hong Kong,Port of Long Beach,7878.9,521.8,15.1,130600.0,4984.2,6.5
VOY-10615,9800050,Port of Hong Kong,Port of Jebel Ali (Dubai),4035.7,284.2,14.2,96300.0,1944.23,0.0
VOY-10616,9800051,Port of Hamburg,Port of Houston,5611.8,445.4,12.6,75700.0,741.99,0.0
VOY-10617,9800051,Port of Rotterdam,Port of Genoa,606.7,46.0,13.2,87900.0,94.1,6.5
VOY-10618,9800051,Port of Mundra,Port of Durban,4840.0,340.8,14.2,94600.0,846.86,24.0
VOY-10619,9800051,Port of Long Beach,Port of Singapore,9546.7,751.7,12.7,64800.0,1121.12,0.0
VOY-10620,9800051,King Abdullah Port,Port of Rotterdam,2972.3,200.8,14.8,68200.0,495.07,0.0
VOY-10621,9800051,Port of Mundra,Port of Durban,4840.0,327.0,14.8,87700.0,899.76,0.0
VOY-10622,9800051,Port of Vancouver,Port of Shanghai,6091.1,429.0,14.2,83700.0,1044.73,0.0
VOY-10623,9800051,Port of Ningbo-Zhoushan,Port of Mundra,3497.4,253.4,13.8,94300.0,611.58,12.0
VOY-10624,9800051,Port of Jebel Ali (Dubai),Port of Tangier Med,3940.7,264.5,14.9,88700.0,795.21,0.0
VOY-10625,9800051,Port of Tanjung Pelepas,Port of Piraeus,6094.7,454.8,13.4,84300.0,922.42,12.0
VOY-10626,9800051,Port of Salalah,Port of Le Havre,4053.1,283.4,14.3,71200.0,635.65,1.5
VOY-10627,9800051,Port of Antwerp-Bruges,Port of Felixstowe,152.8,11.8,12.9,66200.0,18.53,24.0
VOY-10628,9800051,King Abdullah Port,Port of Colombo,3167.9,215.5,14.7,80900.0,582.15,0.0
VOY-10629,9800051,Port of Le Havre,Port of New York & New Jersey,3819.9,300.8,12.7,88000.0,545.33,24.0
VOY-10630,9800052,Port of Durban,Port of Kaohsiung,7539.3,598.4,12.6,41000.0,745.29,0.0
VOY-10631,9800052,Port of Vancouver,Port of Tangier Med,5891.8,403.5,14.6,34900.0,741.69,0.0
VOY-10632,9800052,Port of Melbourne,Port of Tanjung Pelepas,4106.0,283.2,14.5,36300.0,511.43,3.0
VOY-10633,9800052,Port of Santos,Port of Antwerp-Bruges,6558.2,475.2,13.8,35800.0,795.92,1.5
VOY-10634,9800052,Port of Sydney,Port of Yokohama,5265.0,411.3,12.8,40600.0,529.49,24.0
VOY-10635,9800052,Port of Kaohsiung,Port of Tanjung Pelepas,2009.8,160.8,12.5,34000.0,195.58,0.0
VOY-10636,9800052,Port of Long Beach,Port of Jebel Ali (Dubai),9071.4,677.0,13.4,34800.0,983.0,0.0
VOY-10637,9800052,Port of Vancouver,Port of Klang,8641.2,587.8,14.7,44300.0,1222.77,0.0
VOY-10638,9800052,Port of Salalah,Port of Algeciras,4175.6,292.0,14.3,43200.0,584.63,1.5
VOY-10639,9800052,Port of Colon (Panama),Port of Jebel Ali (Dubai),9326.5,690.9,13.5,42800.0,1183.33,12.0
VOY-10640,9800053,Port of Felixstowe,Port of Sydney,11393.3,682.2,16.7,18800.0,1189.39,0.0
VOY-10641,9800053,Port of Valencia,Port of Chennai,5596.4,296.1,18.9,14800.0,657.16,3.0
VOY-10642,9800053,Port of Shanghai,Port of Klang,2550.6,149.2,17.1,19600.0,297.25,0.0
VOY-10643,9800053,Jawaharlal Nehru Port (JNPT),Port of Algeciras,5239.9,299.4,17.5,14200.0,547.05,0.0
VOY-10644,9800053,Port of Piraeus,Port of Mundra,3153.0,195.8,16.1,16600.0,281.35,0.0
VOY-10645,9800053,Port of Valencia,Port of Ningbo-Zhoushan,6915.3,424.3,16.3,17600.0,668.64,12.0
VOY-10646,9800053,Port of Jebel Ali (Dubai),Port of Singapore,3952.9,222.1,17.8,18000.0,430.56,1.5
VOY-10647,9800053,Port of Buenos Aires,Port of Ningbo-Zhoushan,13153.7,739.0,17.8,20800.0,1553.05,1.5
VOY-10648,9800053,Port of Tangier Med,Port of Shanghai,7240.5,441.5,16.4,14800.0,648.35,6.5
VOY-10649,9800053,Port of Kaohsiung,Port of Melbourne,4858.4,265.5,18.3,17100.0,571.55,24.0
VOY-10650,9800053,Port of Durban,Port of Valencia,5645.9,340.1,16.6,14600.0,517.67,0.0
VOY-10651,9800054,Port of Ningbo-Zhoushan,Port of Shenzhen,745.4,43.1,17.3,11700.0,62.2,24.0
VOY-10652,9800054,Port of Hamburg,Port of New York & New Jersey,4137.4,227.3,18.2,12300.0,404.4,3.0
VOY-10653,9800054,Port of Tangier Med,Port of Buenos Aires,6455.2,354.7,18.2,9400.0,554.85,3.0
VOY-10654,9800054,Port of Salalah,Port of Antwerp-Bruges,3903.5,242.5,16.1,9700.0,272.1,0.0
VOY-10655,9800054,Port of Santos,Port of Durban,5098.4,307.1,16.6,12200.0,422.79,3.0
VOY-10656,9800054,Port of Salalah,Port of Antwerp-Bruges,3903.5,235.2,16.6,11100.0,321.26,6.5
VOY-10657,9800054,Port of Tanjung Pelepas,Port of Yokohama,3586.1,212.2,16.9,11500.0,292.08,12.0
VOY-10658,9800054,Port of Algeciras,Port of Singapore,7857.4,488.0,16.1,13000.0,599.07,12.0
VOY-10659,9800054,Port of Klang,King Abdullah Port,4753.4,279.6,17.0,9400.0,342.03,24.0
VOY-10660,9800054,Port of Tangier Med,Port of Tanjung Pelepas,7843.1,443.1,17.7,13500.0,772.45,0.0
VOY-10661,9800054,Port of Melbourne,Port of Hamburg,10925.5,613.8,17.8,9500.0,924.91,0.0
VOY-10662,9800054,Port of Busan,Port of Valencia,6903.8,379.3,18.2,12400.0,661.74,1.5
VOY-10663,9800054,Port of Tangier Med,Port of Hong Kong,7395.1,442.8,16.7,13000.0,625.23,0.0
VOY-10664,9800055,Port of Savannah,Port of Genoa,5119.0,348.2,14.7,22600.0,160.44,3.0
VOY-10665,9800055,Port of Busan,Jawaharlal Nehru Port (JNPT),3889.9,281.9,13.8,22100.0,109.07,3.0
VOY-10666,9800055,Port of Shenzhen,Port of Algeciras,7364.3,469.1,15.7,26000.0,291.17,0.0
VOY-10667,9800055,Port of Rotterdam,Port of Los Angeles,6064.1,412.5,14.7,22100.0,194.55,0.0
VOY-10668,9800055,Port of Port Said,Port of Savannah,6805.7,459.8,14.8,24100.0,230.57,3.0
VOY-10669,9800055,Port of Piraeus,Port of Buenos Aires,7881.9,575.3,13.7,22200.0,229.76,1.5
VOY-10670,9800055,Port of Melbourne,Port of Rotterdam,11193.5,746.2,15.0,23700.0,395.79,24.0
VOY-10671,9800055,Port of Piraeus,Port of Santos,6767.4,433.8,15.6,22600.0,248.98,0.0
VOY-10672,9800055,Port of Mundra,Port of Long Beach,9223.2,598.9,15.4,26700.0,343.03,3.0
VOY-10673,9800055,Port of Mundra,Port of Singapore,2967.0,193.9,15.3,19900.0,95.1,0.0
VOY-10674,9800055,Port of Durban,Port of Valencia,5645.9,394.8,14.3,21300.0,162.39,0.0
VOY-10675,9800055,Port of Durban,Port of Long Beach,11531.4,841.7,13.7,25600.0,333.3,12.0
VOY-10676,9800056,Port of Colombo,Port of Ningbo-Zhoushan,3402.3,265.8,12.8,16400.0,154.07,1.5
VOY-10677,9800056,Port of Kaohsiung,Port of Piraeus,6097.5,420.5,14.5,18600.0,398.36,0.0
VOY-10678,9800056,Port of Colombo,Port of Kaohsiung,3148.1,234.9,13.4,18800.0,178.63,0.0
VOY-10679,9800056,Port of Chennai,Port of Vancouver,8578.7,595.7,14.4,17000.0,501.11,1.5
VOY-10680,9800056,Port of Sydney,Port of Shanghai,5319.5,388.3,13.7,14400.0,288.48,0.0
VOY-10681,9800056,Port of Le Havre,Port of Cape Town,6378.7,498.3,12.8,17800.0,302.74,3.0
VOY-10682,9800056,Port of Salalah,Port of Klang,3644.0,284.7,12.8,14700.0,166.58,0.0
VOY-10683,9800056,Port of Durban,Port of Singapore,5691.3,400.8,14.2,15900.0,342.7,0.0
VOY-10684,9800056,Port of Antwerp-Bruges,Port of Jebel Ali (Dubai),3483.5,248.8,14.0,13600.0,179.17,24.0
VOY-10685,9800056,Port of Rotterdam,Port of Le Havre,276.3,20.2,13.7,16800.0,14.51,1.5
VOY-10686,9800056,Port of Yokohama,Port of Shanghai,1180.0,95.9,12.3,18200.0,56.07,1.5
VOY-10687,9800056,Jawaharlal Nehru Port (JNPT),Port of Tanjung Pelepas,2608.3,203.8,12.8,17700.0,136.04,0.0
VOY-10688,9800057,Port of New York & New Jersey,Port of Genoa,4388.7,290.6,15.1,25200.0,173.97,12.0
VOY-10689,9800057,Port of Houston,Port of Ningbo-Zhoushan,8313.7,506.9,16.4,27300.0,378.02,24.0
VOY-10690,9800057,Port of Shanghai,Port of Genoa,6199.4,449.2,13.8,29100.0,196.42,12.0
VOY-10691,9800057,Port of Ningbo-Zhoushan,Port of Antwerp-Bruges,6148.6,396.7,15.5,24600.0,241.92,3.0
VOY-10692,9800057,Port of Klang,Port of Tangier Med,7640.4,523.3,14.6,31100.0,281.35,24.0
VOY-10693,9800057,King Abdullah Port,Port of Shenzhen,5132.7,361.5,14.2,28400.0,169.88,12.0
VOY-10694,9800057,Port of Long Beach,Port of Valencia,6522.7,429.1,15.2,27600.0,258.02,6.5
VOY-10695,9800057,Port of Colon (Panama),Port of Singapore,12662.0,786.5,16.1,27600.0,547.44,0.0
VOY-10696,9800057,Port of Mundra,Port of Piraeus,3153.0,220.5,14.3,28500.0,119.08,12.0
VOY-10697,9800057,Port of Colombo,Port of Felixstowe,5814.7,368.0,15.8,25900.0,242.58,6.5
VOY-10698,9800057,Port of Durban,Port of New York & New Jersey,8982.2,579.5,15.5,25100.0,357.69,1.5
VOY-10699,9800058,Port of Colon (Panama),Port of New York & New Jersey,2385.6,165.7,14.4,162800.0,777.5,0.0
VOY-10700,9800058,Port of Colombo,Port of Durban,4470.2,302.0,14.8,143500.0,1332.65,6.5
VOY-10701,9800058,Port of Rotterdam,Port of Singapore,7110.6,483.7,14.7,148800.0,2335.55,1.5
VOY-10702,9800058,Port of Tanjung Pelepas,Port of Felixstowe,7234.7,498.9,14.5,139500.0,2084.15,0.0
VOY-10703,9800058,Port of Chennai,Port of Buenos Aires,10276.1,778.5,13.2,136300.0,2377.18,0.0
VOY-10704,9800058,Port of Santos,Port of Buenos Aires,1120.7,78.4,14.3,165300.0,367.0,0.0
VOY-10705,9800058,Port of Tokyo,Port of Antwerp-Bruges,6352.7,450.5,14.1,146800.0,1797.37,3.0
VOY-10706,9800058,Port of Shanghai,Port of Singapore,2571.7,179.8,14.3,124800.0,700.92,0.0
VOY-10707,9800058,Port of Klang,Port of Melbourne,4303.8,294.8,14.6,170600.0,1478.41,3.0
VOY-10708,9800058,Port of New York & New Jersey,King Abdullah Port,6860.8,527.8,13.0,165800.0,1805.65,6.5
VOY-10709,9800058,Port of Piraeus,Port of Los Angeles,7509.2,521.5,14.4,154600.0,2203.48,0.0
VOY-10710,9800058,Port of Klang,Jawaharlal Nehru Port (JNPT),2406.5,175.7,13.7,151500.0,676.12,0.0
VOY-10711,9800058,Port of Antwerp-Bruges,Port of Vancouver,5253.7,352.6,14.9,131000.0,1586.62,0.0
VOY-10712,9800058,Port of Algeciras,Port of Busan,7285.3,485.7,15.0,125800.0,2276.78,6.5
VOY-10713,9800059,King Abdullah Port,Port of Los Angeles,8986.1,637.3,14.1,54800.0,1353.51,3.0
VOY-10714,9800059,Port of Piraeus,Port of Shanghai,5770.0,409.2,14.1,49400.0,814.81,24.0
VOY-10715,9800059,Port of Cape Town,Port of Jebel Ali (Dubai),5136.7,374.9,13.7,59600.0,728.84,1.5
VOY-10716,9800059,Port of Singapore,Port of Cape Town,6524.1,453.1,14.4,52000.0,960.63,0.0
VOY-10717,9800059,Port of Shenzhen,Port of Vancouver,6909.3,552.7,12.5,61400.0,844.11,12.0
VOY-10718,9800059,Port of Piraeus,Port of Klang,5892.0,479.0,12.3,51500.0,631.96,6.5
VOY-10719,9800059,Port of Genoa,Port of Houston,5915.1,444.7,13.3,48400.0,737.76,12.0
VOY-10720,9800059,Port of Rotterdam,Port of Hamburg,278.7,19.4,14.4,50000.0,44.3,0.0
VOY-10721,9800059,Port of Colombo,Port of Long Beach,10195.7,766.6,13.3,42600.0,1132.36,24.0
VOY-10722,9800059,Port of Antwerp-Bruges,Port of Savannah,4719.8,332.4,14.2,51400.0,698.44,0.0
VOY-10723,9800059,Port of Salalah,Port of Shenzhen,4236.1,320.9,13.2,51400.0,526.25,6.5
VOY-10724,9800059,Port of Tokyo,Port of Tanjung Pelepas,3597.3,283.3,12.7,48000.0,396.12,0.0
VOY-10725,9800059,Port of Houston,Port of Buenos Aires,5494.5,398.2,13.8,62500.0,792.47,1.5
VOY-10726,9800060,Port of Savannah,Port of Felixstowe,4567.4,304.5,15.0,49200.0,238.61,1.5
VOY-10727,9800060,Port of Rotterdam,Port of Long Beach,6059.9,406.7,14.9,44700.0,313.56,1.5
VOY-10728,9800060,Port of Felixstowe,Port of Melbourne,11333.8,878.6,12.9,42900.0,442.63,3.0
VOY-10729,9800060,Port of Tanjung Pelepas,Jawaharlal Nehru Port (JNPT),2608.3,186.3,14.0,39400.0,107.4,6.5
VOY-10730,9800060,Port of Shenzhen,Port of Vancouver,6909.3,483.2,14.3,41500.0,299.82,3.0
