Date,Fuel_Type,Price_Per_Ton,Port
2026-08-15,Biofuel (B30),776.94,Port of Shenzhen
2026-08-15,Ammonia,730.69,Port of Shenzhen
2026-08-15,Hydrogen,1838.66,Port of Shenzhen
2026-08-15,VLSFO,625.44,Port of Busan
2026-08-15,LSMGO,788.64,Port of Busan
2026-08-15,LNG,544.88,Port of Busan
2026-08-15,Bio-Methanol,514.25,Port of Busan
2026-08-15,Biofuel (B30),782.91,Port of Busan
2026-08-15,Ammonia,725.64,Port of Busan
2026-08-15,Hydrogen,1858.6,Port of Busan
2026-08-15,VLSFO,607.31,Port of Hong Kong
2026-08-15,LSMGO,778.78,Port of Hong Kong
2026-08-15,LNG,541.94,Port of Hong Kong
2026-08-15,Bio-Methanol,497.06,Port of Hong Kong
2026-08-15,Biofuel (B30),787.95,Port of Hong Kong
2026-08-15,Ammonia,731.21,Port of Hong Kong
2026-08-15,Hydrogen,1841.48,Port of Hong Kong
2026-08-15,VLSFO,626.09,Port of Tokyo
2026-08-15,LSMGO,784.86,Port of Tokyo
2026-08-15,LNG,529.43,Port of Tokyo
2026-08-15,Bio-Methanol,522.02,Port of Tokyo
2026-08-15,Biofuel (B30),765.09,Port of Tokyo
2026-08-15,Ammonia,750.75,Port of Tokyo
2026-08-15,Hydrogen,1839.34,Port of Tokyo
2026-08-15,VLSFO,603.9,Port of Yokohama
2026-08-15,LSMGO,782.52,Port of Yokohama
2026-08-15,LNG,530.23,Port of Yokohama
2026-08-15,Bio-Methanol,514.83,Port of Yokohama
2026-08-15,Biofuel (B30),765.77,Port of Yokohama
2026-08-15,Ammonia,725.45,Port of Yokohama
2026-08-15,Hydrogen,1858.7,Port of Yokohama
2026-08-15,VLSFO,607.14,Port of Klang
2026-08-15,LSMGO,784.71,Port of Klang
2026-08-15,LNG,530.23,Port of Klang
2026-08-15,Bio-Methanol,496.57,Port of Klang
2026-08-15,Biofuel (B30),787.25,Port of Klang
2026-08-15,Ammonia,740.78,Port of Klang
2026-08-15,Hydrogen,1857.37,Port of Klang
2026-08-15,VLSFO,614.29,Port of Tanjung Pelepas
2026-08-15,LSMGO,798.34,Port of Tanjung Pelepas
2026-08-15,LNG,540.4,Port of Tanjung Pelepas
2026-08-15,Bio-Methanol,498.27,Port of Tanjung Pelepas
2026-08-15,Biofuel (B30),780.12,Port of Tanjung Pelepas
2026-08-15,Ammonia,753.36,Port of Tanjung Pelepas
2026-08-15,Hydrogen,1836.3,Port of Tanjung Pelepas
2026-08-16,VLSFO,623.5,Port of Singapore
2026-08-16,LSMGO,801.01,Port of Singapore
2026-08-16,LNG,540.64,Port of Singapore
2026-08-16,Bio-Methanol,508.74,Port of Singapore
2026-08-16,Biofuel (B30),793.92,Port of Singapore
2026-08-16,Ammonia,726.82,Port of Singapore
2026-08-16,Hydrogen,1849.37,Port of Singapore
2026-08-16,VLSFO,612.05,Port of Shanghai
2026-08-16,LSMGO,795.58,Port of Shanghai
2026-08-16,LNG,539.71,Port of Shanghai
2026-08-16,Bio-Methanol,522.29,Port of Shanghai
2026-08-16,Biofuel (B30),767.2,Port of Shanghai
2026-08-16,Ammonia,727.42,Port of Shanghai
2026-08-16,Hydrogen,1853.25,Port of Shanghai
2026-08-16,VLSFO,601.97,Port of Ningbo-Zhoushan
2026-08-16,LSMGO,783.25,Port of Ningbo-Zhoushan
2026-08-16,LNG,543.99,Port of Ningbo-Zhoushan
2026-08-16,Bio-Methanol,511.45,Port of Ningbo-Zhoushan
2026-08-16,Biofuel (B30),774.76,Port of Ningbo-Zhoushan
2026-08-16,Ammonia,754.84,Port of Ningbo-Zhoushan
2026-08-16,Hydrogen,1850.92,Port of Ningbo-Zhoushan
2026-08-16,VLSFO,613.61,Port of Shenzhen
2026-08-16,LSMGO,793.16,Port of Shenzhen
2026-08-16,LNG,527.98,Port of Shenzhen
2026-08-16,Bio-Methanol,516.05,Port of Shenzhen
2026-08-16,Biofuel (B30),790.58,Port of Shenzhen
2026-08-16,Ammonia,744.53,Port of Shenzhen
2026-08-16,Hydrogen,1858.07,Port of Shenzhen
2026-08-16,VLSFO,621.63,Port of Busan
2026-08-16,LSMGO,781.45,Port of Busan
2026-08-16,LNG,538.55,Port of Busan
2026-08-16,Bio-Methanol,501.85,Port of Busan
2026-08-16,Biofuel (B30),775.17,Port of Busan
2026-08-16,Ammonia,738.6,Port of Busan
2026-08-16,Hydrogen,1847.48,Port of Busan
2026-08-16,VLSFO,602.85,Port of Hong Kong
2026-08-16,LSMGO,787.8,Port of Hong Kong
2026-08-16,LNG,544.95,Port of Hong Kong
2026-08-16,Bio-Methanol,506.23,Port of Hong Kong
2026-08-16,Biofuel (B30),769.58,Port of Hong Kong
2026-08-16,Ammonia,752.69,Port of Hong Kong
2026-08-16,Hydrogen,1837.01,Port of Hong Kong
2026-08-16,VLSFO,624.95,Port of Tokyo
2026-08-16,LSMGO,777.8,Port of Tokyo
2026-08-16,LNG,527.9,Port of Tokyo
2026-08-16,Bio-Methanol,517.16,Port of Tokyo
2026-08-16,Biofuel (B30),789.35,Port of Tokyo
2026-08-16,Ammonia,741.69,Port of Tokyo
2026-08-16,Hydrogen,1852.59,Port of Tokyo
2026-08-16,VLSFO,616.85,Port of Yokohama
2026-08-16,LSMGO,784.89,Port of Yokohama
2026-08-16,LNG,528.67,Port of Yokohama
2026-08-16,Bio-Methanol,505.61,Port of Yokohama
2026-08-16,Biofuel (B30),784.96,Port of Yokohama
2026-08-16,Ammonia,747.51,Port of Yokohama
2026-08-16,Hydrogen,1861.04,Port of Yokohama
2026-08-16,VLSFO,621.63,Port of Klang
2026-08-16,LSMGO,804.05,Port of Klang
2026-08-16,LNG,543.01,Port of Klang
2026-08-16,Bio-Methanol,505.55,Port of Klang
2026-08-16,Biofuel (B30),782.34,Port of Klang
2026-08-16,Ammonia,731.38,Port of Klang
2026-08-16,Hydrogen,1854.7,Port of Klang
2026-08-16,VLSFO,606.73,Port of Tanjung Pelepas
2026-08-16,LSMGO,778.25,Port of Tanjung Pelepas
2026-08-16,LNG,550.36,Port of Tanjung Pelepas
2026-08-16,Bio-Methanol,506.03,Port of Tanjung Pelepas
2026-08-16,Biofuel (B30),787.88,Port of Tanjung Pelepas
2026-08-16,Ammonia,742.22,Port of Tanjung Pelepas
2026-08-16,Hydrogen,1859.22,Port of Tanjung Pelepas
2026-08-17,VLSFO,625.35,Port of Singapore
2026-08-17,LSMGO,804.24,Port of Singapore
2026-08-17,LNG,549.55,Port of Singapore
2026-08-17,Bio-Methanol,513.41,Port of Singapore
2026-08-17,Biofuel (B30),784.28,Port of Singapore
2026-08-17,Ammonia,725.79,Port of Singapore
2026-08-17,Hydrogen,1862.87,Port of Singapore
2026-08-17,VLSFO,624.88,Port of Shanghai
2026-08-17,LSMGO,783.02,Port of Shanghai
2026-08-17,LNG,530.41,Port of Shanghai
2026-08-17,Bio-Methanol,516.08,Port of Shanghai
2026-08-17,Biofuel (B30),774.27,Port of Shanghai
2026-08-17,Ammonia,735.19,Port of Shanghai
2026-08-17,Hydrogen,1835.18,Port of Shanghai
2026-08-17,VLSFO,626.1,Port of Ningbo-Zhoushan
2026-08-17,LSMGO,791.99,Port of Ningbo-Zhoushan
2026-08-17,LNG,537.02,Port of Ningbo-Zhoushan
2026-08-17,Bio-Methanol,499.26,Port of Ningbo-Zhoushan
2026-08-17,Biofuel (B30),784.0,Port of Ningbo-Zhoushan
2026-08-17,Ammonia,725.92,Port of Ningbo-Zhoushan
2026-08-17,Hydrogen,1857.38,Port of Ningbo-Zhoushan
2026-08-17,VLSFO,606.45,Port of Shenzhen
2026-08-17,LSMGO,787.59,Port of Shenzhen
2026-08-17,LNG,535.23,Port of Shenzhen
2026-08-17,Bio-Methanol,506.1,Port of Shenzhen
2026-08-17,Biofuel (B30),786.65,Port of Shenzhen
2026-08-17,Ammonia,748.31,Port of Shenzhen
2026-08-17,Hydrogen,1852.03,Port of Shenzhen
2026-08-17,VLSFO,602.55,Port of Busan
2026-08-17,LSMGO,776.58,Port of Busan
2026-08-17,LNG,529.72,Port of Busan
2026-08-17,Bio-Methanol,513.54,Port of Busan
2026-08-17,Biofuel (B30),785.22,Port of Busan
2026-08-17,Ammonia,733.16,Port of Busan
2026-08-17,Hydrogen,1854.86,Port of Busan
2026-08-17,VLSFO,614.57,Port of Hong Kong
2026-08-17,LSMGO,788.26,Port of Hong Kong
2026-08-17,LNG,533.2,Port of Hong Kong
2026-08-17,Bio-Methanol,517.65,Port of Hong Kong
2026-08-17,Biofuel (B30),768.41,Port of Hong Kong
2026-08-17,Ammonia,737.9,Port of Hong Kong
2026-08-17,Hydrogen,1843.5,Port of Hong Kong
2026-08-17,VLSFO,620.35,Port of Tokyo
2026-08-17,LSMGO,789.6,Port of Tokyo
2026-08-17,LNG,545.01,Port of Tokyo
2026-08-17,Bio-Methanol,496.36,Port of Tokyo
2026-08-17,Biofuel (B30),776.86,Port of Tokyo
2026-08-17,Ammonia,742.98,Port of Tokyo
2026-08-17,Hydrogen,1835.23,Port of Tokyo
2026-08-17,VLSFO,609.04,Port of Yokohama
2026-08-17,LSMGO,781.34,Port of Yokohama
2026-08-17,LNG,529.12,Port of Yokohama
2026-08-17,Bio-Methanol,502.67,Port of Yokohama
2026-08-17,Biofuel (B30),774.84,Port of Yokohama
2026-08-17,Ammonia,725.23,Port of Yokohama
2026-08-17,Hydrogen,1857.41,Port of Yokohama
2026-08-17,VLSFO,605.27,Port of Klang
2026-08-17,LSMGO,786.41,Port of Klang
2026-08-17,LNG,546.11,Port of Klang
2026-08-17,Bio-Methanol,510.01,Port of Klang
2026-08-17,Biofuel (B30),790.0,Port of Klang
2026-08-17,Ammonia,749.19,Port of Klang
2026-08-17,Hydrogen,1837.16,Port of Klang
2026-08-17,VLSFO,625.85,Port of Tanjung Pelepas
2026-08-17,LSMGO,776.27,Port of Tanjung Pelepas
2026-08-17,LNG,525.56,Port of Tanjung Pelepas
2026-08-17,Bio-Methanol,522.63,Port of Tanjung Pelepas
2026-08-17,Biofuel (B30),790.86,Port of Tanjung Pelepas
2026-08-17,Ammonia,742.27,Port of Tanjung Pelepas
2026-08-17,Hydrogen,1852.2,Port of Tanjung Pelepas
2026-08-18,VLSFO,621.28,Port of Singapore
2026-08-18,LSMGO,787.53,Port of Singapore
2026-08-18,LNG,528.46,Port of Singapore
2026-08-18,Bio-Methanol,495.63,Port of Singapore
2026-08-18,Biofuel (B30),774.74,Port of Singapore
2026-08-18,Ammonia,749.04,Port of Singapore
2026-08-18,Hydrogen,1853.54,Port of Singapore
2026-08-18,VLSFO,624.96,Port of Shanghai
2026-08-18,LSMGO,802.59,Port of Shanghai
2026-08-18,LNG,527.64,Port of Shanghai
2026-08-18,Bio-Methanol,520.33,Port of Shanghai
2026-08-18,Biofuel (B30),772.3,Port of Shanghai
2026-08-18,Ammonia,742.67,Port of Shanghai
2026-08-18,Hydrogen,1850.72,Port of Shanghai
2026-08-18,VLSFO,611.87,Port of Ningbo-Zhoushan
2026-08-18,LSMGO,784.31,Port of Ningbo-Zhoushan
2026-08-18,LNG,535.19,Port of Ningbo-Zhoushan
2026-08-18,Bio-Methanol,504.99,Port of Ningbo-Zhoushan
2026-08-18,Biofuel (B30),770.04,Port of Ningbo-Zhoushan
2026-08-18,Ammonia,740.31,Port of Ningbo-Zhoushan
2026-08-18,Hydrogen,1838.42,Port of Ningbo-Zhoushan
2026-08-18,VLSFO,615.3,Port of Shenzhen
2026-08-18,LSMGO,802.18,Port of Shenzhen
2026-08-18,LNG,535.48,Port of Shenzhen
2026-08-18,Bio-Methanol,516.82,Port of Shenzhen
2026-08-18,Biofuel (B30),789.57,Port of Shenzhen
2026-08-18,Ammonia,749.45,Port of Shenzhen
2026-08-18,Hydrogen,1842.09,Port of Shenzhen
2026-08-18,VLSFO,604.39,Port of Busan
2026-08-18,LSMGO,780.92,Port of Busan
2026-08-18,LNG,543.07,Port of Busan
2026-08-18,Bio-Methanol,517.81,Port of Busan
2026-08-18,Biofuel (B30),784.67,Port of Busan
2026-08-18,Ammonia,730.31,Port of Busan
2026-08-18,Hydrogen,1858.19,Port of Busan
2026-08-18,VLSFO,614.82,Port of Hong Kong
2026-08-18,LSMGO,797.63,Port of Hong Kong
2026-08-18,LNG,547.8,Port of Hong Kong
2026-08-18,Bio-Methanol,508.47,Port of Hong Kong
2026-08-18,Biofuel (B30),792.72,Port of Hong Kong
2026-08-18,Ammonia,741.93,Port of Hong Kong
2026-08-18,Hydrogen,1854.06,Port of Hong Kong
2026-08-18,VLSFO,618.74,Port of Tokyo
2026-08-18,LSMGO,800.93,Port of Tokyo
2026-08-18,LNG,543.82,Port of Tokyo
2026-08-18,Bio-Methanol,499.53,Port of Tokyo
2026-08-18,Biofuel (B30),767.05,Port of Tokyo
2026-08-18,Ammonia,738.27,Port of Tokyo
2026-08-18,Hydrogen,1844.08,Port of Tokyo
2026-08-18,VLSFO,608.24,Port of Yokohama
2026-08-18,LSMGO,776.69,Port of Yokohama
2026-08-18,LNG,540.22,Port of Yokohama
2026-08-18,Bio-Methanol,504.31,Port of Yokohama
2026-08-18,Biofuel (B30),778.56,Port of Yokohama
2026-08-18,Ammonia,726.71,Port of Yokohama
2026-08-18,Hydrogen,1859.95,Port of Yokohama
2026-08-18,VLSFO,602.3,Port of Klang
2026-08-18,LSMGO,800.93,Port of Klang
2026-08-18,LNG,550.66,Port of Klang
2026-08-18,Bio-Methanol,513.45,Port of Klang
2026-08-18,Biofuel (B30),780.21,Port of Klang
2026-08-18,Ammonia,738.88,Port of Klang
2026-08-18,Hydrogen,1851.63,Port of Klang
2026-08-18,VLSFO,623.75,Port of Tanjung Pelepas
2026-08-18,LSMGO,801.88,Port of Tanjung Pelepas
2026-08-18,LNG,538.49,Port of Tanjung Pelepas
2026-08-18,Bio-Methanol,519.29,Port of Tanjung Pelepas
2026-08-18,Biofuel (B30),784.56,Port of Tanjung Pelepas
2026-08-18,Ammonia,734.65,Port of Tanjung Pelepas
2026-08-18,Hydrogen,1849.27,Port of Tanjung Pelepas
2026-08-19,VLSFO,604.53,Port of Singapore
2026-08-19,LSMGO,776.86,Port of Singapore
2026-08-19,LNG,528.11,Port of Singapore
2026-08-19,Bio-Methanol,521.97,Port of Singapore
2026-08-19,Biofuel (B30),775.3,Port of Singapore
2026-08-19,Ammonia,746.43,Port of Singapore
2026-08-19,Hydrogen,1850.14,Port of Singapore
2026-08-19,VLSFO,605.18,Port of Shanghai
2026-08-19,LSMGO,782.43,Port of Shanghai
2026-08-19,LNG,538.13,Port of Shanghai
2026-08-19,Bio-Methanol,508.18,Port of Shanghai
2026-08-19,Biofuel (B30),780.68,Port of Shanghai
2026-08-19,Ammonia,729.76,Port of Shanghai
2026-08-19,Hydrogen,1846.19,Port of Shanghai
2026-08-19,VLSFO,608.49,Port of Ningbo-Zhoushan
2026-08-19,LSMGO,787.26,Port of Ningbo-Zhoushan
2026-08-19,LNG,535.15,Port of Ningbo-Zhoushan
2026-08-19,Bio-Methanol,512.94,Port of Ningbo-Zhoushan
2026-08-19,Biofuel (B30),788.68,Port of Ningbo-Zhoushan
2026-08-19,Ammonia,744.42,Port of Ningbo-Zhoushan
2026-08-19,Hydrogen,1836.98,Port of Ningbo-Zhoushan
2026-08-19,VLSFO,602.84,Port of Shenzhen
2026-08-19,LSMGO,795.35,Port of Shenzhen
2026-08-19,LNG,533.52,Port of Shenzhen
2026-08-19,Bio-Methanol,516.71,Port of Shenzhen
2026-08-19,Biofuel (B30),784.7,Port of Shenzhen
2026-08-19,Ammonia,752.19,Port of Shenzhen
2026-08-19,Hydrogen,1861.2,Port of Shenzhen
2026-08-19,VLSFO,610.0,Port of Busan
2026-08-19,LSMGO,792.48,Port of Busan
2026-08-19,LNG,529.24,Port of Busan
2026-08-19,Bio-Methanol,505.49,Port of Busan
2026-08-19,Biofuel (B30),794.03,Port of Busan
2026-08-19,Ammonia,745.95,Port of Busan
2026-08-19,Hydrogen,1846.76,Port of Busan
2026-08-19,VLSFO,617.85,Port of Hong Kong
2026-08-19,LSMGO,803.14,Port of Hong Kong
2026-08-19,LNG,534.29,Port of Hong Kong
2026-08-19,Bio-Methanol,506.3,Port of Hong Kong
2026-08-19,Biofuel (B30),788.75,Port of Hong Kong
2026-08-19,Ammonia,749.4,Port of Hong Kong
2026-08-19,Hydrogen,1855.1,Port of Hong Kong
2026-08-19,VLSFO,624.87,Port of Tokyo
2026-08-19,LSMGO,797.16,Port of Tokyo
2026-08-19,LNG,545.56,Port of Tokyo
2026-08-19,Bio-Methanol,510.79,Port of Tokyo
2026-08-19,Biofuel (B30),784.38,Port of Tokyo
2026-08-19,Ammonia,737.7,Port of Tokyo
2026-08-19,Hydrogen,1845.85,Port of Tokyo
2026-08-19,VLSFO,610.88,Port of Yokohama
2026-08-19,LSMGO,780.41,Port of Yokohama
2026-08-19,LNG,531.43,Port of Yokohama
2026-08-19,Bio-Methanol,523.43,Port of Yokohama
2026-08-19,Biofuel (B30),779.59,Port of Yokohama
2026-08-19,Ammonia,731.8,Port of Yokohama
2026-08-19,Hydrogen,1839.13,Port of Yokohama
2026-08-19,VLSFO,602.31,Port of Klang
2026-08-19,LSMGO,800.33,Port of Klang
2026-08-19,LNG,528.03,Port of Klang
2026-08-19,Bio-Methanol,518.13,Port of Klang
2026-08-19,Biofuel (B30),790.05,Port of Klang
2026-08-19,Ammonia,751.51,Port of Klang
2026-08-19,Hydrogen,1836.13,Port of Klang
2026-08-19,VLSFO,610.1,Port of Tanjung Pelepas
2026-08-19,LSMGO,797.99,Port of Tanjung Pelepas
2026-08-19,LNG,528.93,Port of Tanjung Pelepas
2026-08-19,Bio-Methanol,506.3,Port of Tanjung Pelepas
2026-08-19,Biofuel (B30),769.87,Port of Tanjung Pelepas
2026-08-19,Ammonia,749.94,Port of Tanjung Pelepas
2026-08-19,Hydrogen,1858.13,Port of Tanjung Pelepas
2026-08-20,VLSFO,624.27,Port of Singapore
2026-08-20,LSMGO,779.97,Port of Singapore
2026-08-20,LNG,538.13,Port of Singapore
2026-08-20,Bio-Methanol,507.33,Port of Singapore
2026-08-20,Biofuel (B30),785.29,Port of Singapore
2026-08-20,Ammonia,732.13,Port of Singapore
2026-08-20,Hydrogen,1848.33,Port of Singapore
2026-08-20,VLSFO,608.55,Port of Shanghai
2026-08-20,LSMGO,797.46,Port of Shanghai
2026-08-20,LNG,538.47,Port of Shanghai
2026-08-20,Bio-Methanol,511.02,Port of Shanghai
2026-08-20,Biofuel (B30),774.28,Port of Shanghai
2026-08-20,Ammonia,749.26,Port of Shanghai
2026-08-20,Hydrogen,1849.07,Port of Shanghai
2026-08-20,VLSFO,625.05,Port of Ningbo-Zhoushan
2026-08-20,LSMGO,786.04,Port of Ningbo-Zhoushan
2026-08-20,LNG,553.41,Port of Ningbo-Zhoushan
2026-08-20,Bio-Methanol,524.53,Port of Ningbo-Zhoushan
2026-08-20,Biofuel (B30),778.85,Port of Ningbo-Zhoushan
2026-08-20,Ammonia,733.45,Port of Ningbo-Zhoushan
2026-08-20,Hydrogen,1846.46,Port of Ningbo-Zhoushan
2026-08-20,VLSFO,615.82,Port of Shenzhen
2026-08-20,LSMGO,803.99,Port of Shenzhen
2026-08-20,LNG,549.51,Port of Shenzhen
2026-08-20,Bio-Methanol,519.04,Port of Shenzhen
2026-08-20,Biofuel (B30),769.15,Port of Shenzhen
2026-08-20,Ammonia,732.5,Port of Shenzhen
2026-08-20,Hydrogen,1854.24,Port of Shenzhen
2026-08-20,VLSFO,626.22,Port of Busan
2026-08-20,LSMGO,791.64,Port of Busan
2026-08-20,LNG,528.08,Port of Busan
2026-08-20,Bio-Methanol,520.38,Port of Busan
2026-08-20,Biofuel (B30),790.53,Port of Busan
2026-08-20,Ammonia,733.55,Port of Busan
2026-08-20,Hydrogen,1857.89,Port of Busan
2026-08-20,VLSFO,608.18,Port of Hong Kong
2026-08-20,LSMGO,802.16,Port of Hong Kong
2026-08-20,LNG,529.42,Port of Hong Kong
2026-08-20,Bio-Methanol,508.12,Port of Hong Kong
2026-08-20,Biofuel (B30),793.39,Port of Hong Kong
2026-08-20,Ammonia,731.66,Port of Hong Kong
2026-08-20,Hydrogen,1848.53,Port of Hong Kong
2026-08-20,VLSFO,610.49,Port of Tokyo
2026-08-20,LSMGO,775.8,Port of Tokyo
2026-08-20,LNG,526.6,Port of Tokyo
2026-08-20,Bio-Methanol,510.06,Port of Tokyo
2026-08-20,Biofuel (B30),772.07,Port of Tokyo
2026-08-20,Ammonia,754.84,Port of Tokyo
2026-08-20,Hydrogen,1846.25,Port of Tokyo
2026-08-20,VLSFO,600.85,Port of Yokohama
2026-08-20,LSMGO,802.92,Port of Yokohama
2026-08-20,LNG,550.18,Port of Yokohama
2026-08-20,Bio-Methanol,514.5,Port of Yokohama
2026-08-20,Biofuel (B30),788.74,Port of Yokohama
2026-08-20,Ammonia,729.13,Port of Yokohama
2026-08-20,Hydrogen,1843.61,Port of Yokohama
2026-08-20,VLSFO,624.89,Port of Klang
2026-08-20,LSMGO,795.88,Port of Klang
2026-08-20,LNG,529.16,Port of Klang
2026-08-20,Bio-Methanol,516.17,Port of Klang
2026-08-20,Biofuel (B30),778.46,Port of Klang
2026-08-20,Ammonia,725.16,Port of Klang
2026-08-20,Hydrogen,1837.38,Port of Klang
2026-08-20,VLSFO,607.68,Port of Tanjung Pelepas
2026-08-20,LSMGO,800.05,Port of Tanjung Pelepas
2026-08-20,LNG,541.46,Port of Tanjung Pelepas
2026-08-20,Bio-Methanol,516.82,Port of Tanjung Pelepas
2026-08-20,Biofuel (B30),780.83,Port of Tanjung Pelepas
2026-08-20,Ammonia,728.34,Port of Tanjung Pelepas
2026-08-20,Hydrogen,1843.64,Port of Tanjung Pelepas
2026-08-21,VLSFO,609.03,Port of Singapore
2026-08-21,LSMGO,776.43,Port of Singapore
2026-08-21,LNG,537.59,Port of Singapore
2026-08-21,Bio-Methanol,518.82,Port of Singapore
2026-08-21,Biofuel (B30),778.71,Port of Singapore
2026-08-21,Ammonia,728.33,Port of Singapore
2026-08-21,Hydrogen,1862.15,Port of Singapore
2026-08-21,VLSFO,617.9,Port of Shanghai
2026-08-21,LSMGO,775.49,Port of Shanghai
2026-08-21,LNG,540.46,Port of Shanghai
2026-08-21,Bio-Methanol,502.26,Port of Shanghai
2026-08-21,Biofuel (B30),769.31,Port of Shanghai
2026-08-21,Ammonia,737.88,Port of Shanghai
2026-08-21,Hydrogen,1853.44,Port of Shanghai
2026-08-21,VLSFO,607.22,Port of Ningbo-Zhoushan
2026-08-21,LSMGO,787.5,Port of Ningbo-Zhoushan
2026-08-21,LNG,544.93,Port of Ningbo-Zhoushan
2026-08-21,Bio-Methanol,497.57,Port of Ningbo-Zhoushan
2026-08-21,Biofuel (B30),794.24,Port of Ningbo-Zhoushan
2026-08-21,Ammonia,727.03,Port of Ningbo-Zhoushan
2026-08-21,Hydrogen,1850.78,Port of Ningbo-Zhoushan
2026-08-21,VLSFO,615.22,Port of Shenzhen
2026-08-21,LSMGO,804.65,Port of Shenzhen
2026-08-21,LNG,541.62,Port of Shenzhen
2026-08-21,Bio-Methanol,506.71,Port of Shenzhen
2026-08-21,Biofuel (B30),779.1,Port of Shenzhen
2026-08-21,Ammonia,744.07,Port of Shenzhen
2026-08-21,Hydrogen,1864.43,Port of Shenzhen
2026-08-21,VLSFO,607.61,Port of Busan
2026-08-21,LSMGO,775.49,Port of Busan
2026-08-21,LNG,548.66,Port of Busan
2026-08-21,Bio-Methanol,505.34,Port of Busan
2026-08-21,Biofuel (B30),786.99,Port of Busan
2026-08-21,Ammonia,743.85,Port of Busan
2026-08-21,Hydrogen,1858.15,Port of Busan
2026-08-21,VLSFO,622.06,Port of Hong Kong
2026-08-21,LSMGO,784.98,Port of Hong Kong
2026-08-21,LNG,526.33,Port of Hong Kong
2026-08-21,Bio-Methanol,511.38,Port of Hong Kong
2026-08-21,Biofuel (B30),789.41,Port of Hong Kong
2026-08-21,Ammonia,730.25,Port of Hong Kong
2026-08-21,Hydrogen,1858.37,Port of Hong Kong
2026-08-21,VLSFO,613.94,Port of Tokyo
2026-08-21,LSMGO,795.86,Port of Tokyo
2026-08-21,LNG,543.95,Port of Tokyo
2026-08-21,Bio-Methanol,519.34,Port of Tokyo
2026-08-21,Biofuel (B30),766.89,Port of Tokyo
2026-08-21,Ammonia,748.29,Port of Tokyo
2026-08-21,Hydrogen,1848.73,Port of Tokyo
2026-08-21,VLSFO,608.8,Port of Yokohama
2026-08-21,LSMGO,776.31,Port of Yokohama
2026-08-21,LNG,530.98,Port of Yokohama
2026-08-21,Bio-Methanol,496.26,Port of Yokohama
2026-08-21,Biofuel (B30),793.0,Port of Yokohama
2026-08-21,Ammonia,740.46,Port of Yokohama
2026-08-21,Hydrogen,1864.67,Port of Yokohama
2026-08-21,VLSFO,616.29,Port of Klang
2026-08-21,LSMGO,782.6,Port of Klang
2026-08-21,LNG,547.6,Port of Klang
2026-08-21,Bio-Methanol,500.73,Port of Klang
2026-08-21,Biofuel (B30),775.71,Port of Klang
2026-08-21,Ammonia,748.43,Port of Klang
2026-08-21,Hydrogen,1860.97,Port of Klang
2026-08-21,VLSFO,609.96,Port of Tanjung Pelepas
2026-08-21,LSMGO,778.73,Port of Tanjung Pelepas
2026-08-21,LNG,536.04,Port of Tanjung Pelepas
2026-08-21,Bio-Methanol,521.68,Port of Tanjung Pelepas
2026-08-21,Biofuel (B30),787.3,Port of Tanjung Pelepas
2026-08-21,Ammonia,751.84,Port of Tanjung Pelepas
2026-08-21,Hydrogen,1846.6,Port of Tanjung Pelepas
2026-08-22,VLSFO,629.21,Port of Singapore
2026-08-22,LSMGO,789.89,Port of Singapore
2026-08-22,LNG,539.93,Port of Singapore
2026-08-22,Bio-Methanol,522.73,Port of Singapore
2026-08-22,Biofuel (B30),780.58,Port of Singapore
2026-08-22,Ammonia,749.03,Port of Singapore
2026-08-22,Hydrogen,1856.81,Port of Singapore
2026-08-22,VLSFO,602.37,Port of Shanghai
2026-08-22,LSMGO,793.07,Port of Shanghai
2026-08-22,LNG,549.67,Port of Shanghai
2026-08-22,Bio-Methanol,511.36,Port of Shanghai
2026-08-22,Biofuel (B30),774.64,Port of Shanghai
2026-08-22,Ammonia,727.4,Port of Shanghai
2026-08-22,Hydrogen,1854.83,Port of Shanghai
2026-08-22,VLSFO,609.19,Port of Ningbo-Zhoushan
2026-08-22,LSMGO,793.08,Port of Ningbo-Zhoushan
2026-08-22,LNG,537.78,Port of Ningbo-Zhoushan
2026-08-22,Bio-Methanol,515.69,Port of Ningbo-Zhoushan
2026-08-22,Biofuel (B30),775.55,Port of Ningbo-Zhoushan
2026-08-22,Ammonia,726.27,Port of Ningbo-Zhoushan
2026-08-22,Hydrogen,1861.1,Port of Ningbo-Zhoushan
2026-08-22,VLSFO,610.58,Port of Shenzhen
2026-08-22,LSMGO,804.94,Port of Shenzhen
2026-08-22,LNG,533.24,Port of Shenzhen
2026-08-22,Bio-Methanol,524.4,Port of Shenzhen
2026-08-22,Biofuel (B30),793.44,Port of Shenzhen
2026-08-22,Ammonia,727.25,Port of Shenzhen
2026-08-22,Hydrogen,1854.13,Port of Shenzhen
2026-08-22,VLSFO,610.9,Port of Busan
2026-08-22,LSMGO,799.03,Port of Busan
2026-08-22,LNG,545.38,Port of Busan
2026-08-22,Bio-Methanol,523.58,Port of Busan
2026-08-22,Biofuel (B30),769.28,Port of Busan
2026-08-22,Ammonia,743.23,Port of Busan
2026-08-22,Hydrogen,1858.44,Port of Busan
2026-08-22,VLSFO,601.04,Port of Hong Kong
2026-08-22,LSMGO,777.02,Port of Hong Kong
2026-08-22,LNG,548.36,Port of Hong Kong
2026-08-22,Bio-Methanol,505.99,Port of Hong Kong
